iata,latitude,longitude
WEF,36.6467,119.119
WEH,37.1871,122.229
YNT,37.6572,120.987
PVG,31.1434,121.805
SHA,31.1979,121.336
CIH,36.2475,113.126
DAT,40.0603,113.482
LFQ,36.1326,111.641
LLV,37.6833,111.143
SZH,39.273,112.6911
TYN,37.7469,112.628
WUT,38.5975,112.969
YCU,35.1164,111.031
DZH,31.04,107.44
AHJ,32.5315,102.352
BZX,31.7384,106.645
CTU,30.5785,103.947
DAX,31.1302,107.429
DCY,29.3231,100.053
GHN,30.9485,104.33
GYS,32.3911,105.702
GZG,31.7579,99.5525
JZH,32.8533,103.682
KGT,30.1575,101.735
LZG,31.5077,106.0426
LZO,29.03,105.47
MIG,31.4281,104.741
NAO,30.7955,106.163
PZI,26.54,101.799
TFU,30.319,104.445
XIC,27.9891,102.184
YBP,28.8006,104.545
TSN,39.1244,117.346
AAT,47.7499,88.0858
ACF,40.4394,81.2601
AKU,41.2625,80.2917
BPL,44.895,82.3
FYN,46.8042,89.512
HMI,42.8414,93.6692
HQL,37.6628,75.292
HTN,37.0385,79.8649
IQM,38.2336,85.4656
JBK,44.183,89.5945
KCA,41.6779,82.8729
KHG,39.5429,76.02
KJI,48.2223,86.9959
KRL,41.6978,86.1289
KRY,45.4665,84.9527
NLT,43.4318,83.3786
QSZ,38.2811,77.0752
RQA,38.9747,88.0083
SHF,44.2421,85.8905
SXJ,42.9117,90.2475
TCG,46.6725,83.3408
TLQ,43.0308,89.0987
TWC,39.8893,79.2322
URC,43.9071,87.4742
YIN,43.9558,81.3303
YTW,36.812,81.7817
ZFL,43.0927,81.2247
BPX,30.5536,97.1083
DDR,28.6014,86.8018
LGZ,28.4275,92.3447
LXA,29.2978,90.9119
LZY,29.3033,94.3353
NGQ,32.1,80.0531
RKZ,29.3519,89.3114
BSD,25.0533,99.1683
CWJ,23.2739,99.3736
DIG,27.7936,99.6772
DLU,25.6494,100.319
JHG,21.9739,100.76
JMJ,22.4158,99.7864
KMG,25.1019,102.929
LJG,26.68,100.246
LNJ,23.7381,100.025
LUM,24.4011,98.5317
NLH,27.5403,100.759
SYM,22.7933,100.959
TCZ,24.9381,98.4858
WNH,23.5583,104.326
YUA,25.7375,101.882
ZAT,27.3256,103.755
HGH,30.2295,120.434
HSN,29.9342,122.362
HYN,28.5622,121.429
JUZ,28.9658,118.899
NGB,29.8267,121.462
WNZ,27.9122,120.852
YIW,29.3447,120.032
ACM,-2.14544,-71.7581
AYC,8.6,-73.6167
ECO,-1.75333,-73.2047
LCR,-0.733333,-73.0167
LET,-4.19355,-69.9432
LPD,-1.32861,-69.5797
SSD,-32.7458,-70.705
TCD,-2.89472,-69.7472
ADN,5.69764,-75.8804
AFI,6.91667,-75.0667
APO,7.81196,-76.7164
ARO,8.85705,-76.4244
CAQ,7.96847,-75.1985
EBG,7.59647,-74.8089
EOH,6.22055,-75.5906
IGO,7.68038,-76.6865
MDE,6.16454,-75.4231
NAR,6.21002,-74.5906
NCI,8.45,-76.7833
NPU,8.28597,-76.3804
OTU,7.01037,-74.7155
PBE,6.46034,-74.4105
SJR,8.76667,-76.5333
SMC,8.15,-77.05
TRB,8.07453,-76.7415
ULS,8.65,-76.75
UNC,8.03333,-77.0833
URR,6.32883,-76.1425
ARQ,7.02106,-71.3889
AUC,7.06888,-70.7369
RAV,6.31684,-70.2107
RVE,6.95187,-71.8572
TME,6.45108,-71.7603
BAQ,10.8896,-74.7808
CTG,10.4424,-75.513
MGN,9.28474,-74.8461
MMP,9.79911,-74.786
GCA,2.28333,-74.95
MOY,4.90693,-72.8948
PYA,5.93904,-74.457
RON,6.283,-71.083
SJG,4.65,-73.3333
SOX,5.67732,-72.9703
TAU,5.01281,-72.7424
MZL,5.0296,-75.4647
ACR,-0.5833,-72.4083
AYG,1.54417,-73.9333
CQT,2.03333,-74.2167
CUI,4.66667,-72.0
FLA,1.58919,-75.5644
SVI,2.15217,-74.7663
TQS,0.7459,-75.234
EYP,5.31911,-72.384
HTZ,6.15,-71.75
NUH,5.65,-72.2
ORC,4.79222,-71.3564
PRE,5.73333,-71.9833
PZA,5.87615,-71.8866
SQE,5.4138,-71.7286
TDA,5.43278,-71.6625
TTM,5.72448,-72.103
GPI,2.57013,-77.8986
LMX,3.05,-77.55
PPN,2.4544,-76.6093
TBD,2.767,-77.667
DZI,10.0966,-73.2337
GRA,8.34197,-73.7057
HAY,8.24722,-73.5819
VUP,10.435,-73.2495
ACD,8.51667,-77.3
BHF,6.55,-77.3263
BSC,6.20292,-77.3947
COG,5.08333,-76.7
CPB,8.63333,-77.35
GGL,8.33333,-77.0833
JUO,6.51667,-76.6
NQU,5.6964,-77.2806
UIB,5.69076,-76.6412
AYA,8.3,-75.15
LRI,9.03333,-75.7
MTB,7.97174,-75.4325
MTR,8.82374,-75.8258
PLC,8.4,-75.6
SCA,8.5,-76.175
EUO,4.38333,-73.2
HRR,3.21667,-75.85
MND,4.51667,-73.2833
PAL,5.48361,-74.6574
BOG,4.70159,-74.1469
MHF,1.75,-69.9167
NAD,2.56667,-67.5833
NBB,3.48333,-69.8
PDA,3.85353,-67.9062
AYI,-0.383333,-72.2667
MFS,1.35,-71.9444
SJE,2.57969,-72.6394
CJD,2.06667,-74.5833
NVA,2.95015,-75.294
PCC,1.91667,-75.1667
PTX,1.85777,-76.0857
SRO,2.21667,-75.25
MCJ,11.2325,-72.4901
RCH,11.5262,-72.926
SJH,10.7667,-73.0167
ELB,9.04554,-73.9749
IVO,10.0167,-74.6833
PLT,9.8,-74.7833
SMR,11.1196,-74.2306
API,4.07607,-73.5627
BAC,4.58333,-72.9667
CCO,4.56417,-71.3364
ELJ,2.0,-74.1333
GAA,9.04465,-73.0973
GMC,3.62918,-70.3233
LMC,2.1736,-73.7862
URI,3.21667,-74.4
VVC,4.16787,-73.6138
ECR,2.44944,-78.0942
IPI,0.861925,-77.6718
ISD,2.44583,-77.9818
MQR,2.64955,-78.3361
PSO,1.39625,-77.2915
PYN,1.8,-78.1667
TCO,1.81442,-78.7492
CUC,7.92757,-72.5115
OCV,8.31506,-73.3583
TIB,8.63152,-72.7304
LQM,-0.182278,-74.7708
PUU,0.505228,-76.5008
VGZ,0.978767,-76.6056
AXM,4.45278,-75.7664
PEI,4.81267,-75.7395
ADZ,12.5836,-81.7112
PVA,13.3569,-81.3583
AZT,6.81667,-73.2833
BGA,7.1265,-73.1848
CIM,6.367,-73.967
EJA,7.02433,-73.8068
SNT,7.38322,-73.5054
CVE,9.40092,-75.6913
CZU,9.33274,-75.2856
SRS,8.69,-75.156
TLU,9.50945,-75.5854
CPL,3.717,-75.467
GIR,4.27624,-74.7967
IBE,4.42161,-75.1333
MQU,5.21256,-74.8836
PLA,3.3,-75.7
ACL,4.75361,-73.0028
BUN,3.81963,-76.9898
CLO,3.54322,-76.3816
CRC,4.75818,-75.9557
ULQ,4.08836,-76.2351
ARF,0.533333,-70.1333
CUO,1.0136,-71.2961
MFB,0.633333,-69.75
MIX,-1.13333,-70.25
MVP,1.25366,-70.2339
VAB,1.11667,-70.75
CSR,5.83333,-68.1333
LGT,4.54972,-70.925
LPE,3.73333,-76.2167
PCR,6.18472,-67.4932
SSL,5.1309,-70.8682
FON,10.478,-84.6345
LSL,11.0353,-84.7061
RFR,10.3274,-83.8876
SJO,9.99386,-84.2088
UPL,10.8922,-85.0162
CSC,10.4307,-85.1746
LIR,10.5933,-85.5444
NCT,10.1394,-85.4458
NOB,9.97649,-85.653
PBP,9.85611,-85.3708
PLD,9.87051,-85.4814
TNO,10.3135,-85.8155
BCL,10.7687,-83.5856
GPL,10.2172,-83.797
LIO,9.95796,-83.022
TTQ,10.42,-83.6095
ACO,9.6921,-85.0966
BAI,9.16395,-83.3302
DRK,8.71889,-83.6417
GLF,8.65401,-83.1822
JAP,9.98141,-84.7727
OTR,8.60156,-82.9686
PJM,8.53333,-83.3
PMZ,8.95103,-83.4686
TMU,9.73852,-85.0138
TOO,8.82611,-82.9589
XQP,9.44316,-84.1298
IPZ,9.34861,-83.7125
SYQ,9.95705,-84.1398
UPB,23.0328,-82.5794
CMW,21.4203,-77.8475
AVI,22.0271,-78.7896
CCC,22.461,-78.3284
CFG,22.15,-80.4142
BYM,20.3964,-76.6214
MZO,20.2881,-77.0892
BCA,20.3653,-74.5062
GAO,20.0853,-75.1583
NBW,19.9065,-75.2071
UMA,20.2506,-74.1505
HOG,20.7856,-76.3151
MOA,20.6539,-74.9222
CYO,21.6165,-81.546
GER,21.8347,-82.7838
SZJ,21.6425,-82.9551
HAV,22.9892,-82.4091
VTU,20.9876,-76.9358
VRA,23.0344,-81.4353
VRO,23.124,-81.3016
LCL,22.3361,-83.6419
SNJ,22.0953,-84.152
TND,21.7883,-79.9972
USS,21.9704,-79.4427
SCU,19.9698,-75.8354
BWW,22.6213,-79.1472
SNU,22.4922,-79.9436
BVC,16.1365,-22.8889
BVR,14.8643,-24.746
MMO,15.1559,-23.2137
RAI,14.9245,-23.4935
NTO,17.2028,-25.0906
SNE,16.5884,-24.2847
SID,16.7414,-22.9494
MTI,15.045,-24.3392
SFL,14.885,-24.48
VXE,16.8332,-25.0553
CUR,12.1889,-68.9598
XCH,-10.4506,105.69
GEC,35.2359,33.7244
LCA,34.8751,33.6249
ECN,35.1547,33.4961
AKT,34.5904,32.9879
PFO,34.718,32.4857
JCL,48.9464,14.4275
BRQ,49.1513,16.6944
KLV,50.203,12.915
MKA,49.9228,12.7247
OSR,49.6963,18.1111
ZBE,49.9283,18.0783
OLO,49.5878,17.2108
PRV,49.4258,17.4047
PED,50.0134,15.7386
PRG,50.1008,14.26
VOD,50.2166,14.3958
GTW,49.3144,17.5689
UHE,49.0294,17.4397
FDH,47.6713,9.51149
FKB,48.7794,8.0805
HDB,49.3924,8.65193
LHA,48.3693,7.82772
MHG,49.4731,8.51417
STR,48.6899,9.22196
AGB,48.4253,10.9317
BYU,49.985,11.64
FEL,48.2056,11.2669
FMM,47.9888,10.2395
GHF,49.6481,9.96639
HOQ,50.2886,11.8564
IGS,48.7157,11.534
ILH,49.4739,10.3881
KZG,49.7431,10.2006
MUC,48.3538,11.7861
NUE,49.4987,11.0781
OBF,48.0814,11.2831
RBM,48.9008,12.5167
URD,49.7942,11.1336
TXL,52.5597,13.2877
BER,52.3514,13.4939
CBU,51.8894,14.5319
,52.5799,13.9156
BRE,53.0475,8.78667
BRV,53.5069,8.57278
HAM,53.6304,9.98823
XFW,53.5353,9.83556
FRA,50.0333,8.57056
FRZ,51.1146,9.286
KSF,51.4173,9.38497
WIE,50.0498,8.3254
BBH,54.3383,12.7105
FNB,53.6022,13.306
GTI,54.3833,13.3256
HDF,53.8787,14.1523
PEF,54.1578,13.7744
REB,53.3064,12.7522
RLG,53.9182,12.2783
SZW,53.427,11.7834
AGE,53.7828,7.91389
BMK,53.5964,6.70917
BMR,53.7247,7.37333
BWE,52.3192,10.5561
EME,53.3911,7.2275
FCN,53.7677,8.6585
HAJ,52.4611,9.68508
JUI,53.6811,7.05583
LGO,53.7425,7.49778
NOD,53.6331,7.19028
NRD,53.7069,7.23
VAC,52.9083,8.04056
WVN,53.5022,8.05222
XLW,53.1447,8.62444
AAH,50.8231,6.18639
BFE,51.9647,8.54444
CGN,50.8659,7.14274
ZCV,51.616,6.861167
DTM,51.5183,7.61224
DUS,51.2895,6.76678
ESS,51.4023,6.93733
FMO,52.1346,7.68483
GKE,50.9608,6.04242
GUT,51.9228,8.30633
MGL,51.2303,6.50444
NRN,51.6024,6.14217
PAD,51.6141,8.61632
SGE,50.7077,8.08297
BBJ,49.9453,6.565
HHN,49.9487,7.26389
RMS,49.4369,7.60028
SPM,49.9727,6.6925
ZQW,49.2094,7.40056
SCN,49.2146,7.10951
DRS,51.1328,13.7672
IES,51.2936,13.3561
LEJ,51.4239,12.2364
CSO,51.8564,11.4203
KOQ,51.7211,11.9528
ZHZ,51.5527,12.054
EUM,54.0794,9.94139
FLF,54.7733,9.37889
GWT,54.9132,8.34047
HEI,54.1533,8.90167
HGL,54.1853,7.91583
,54.244434,11.02376
,54.244434,11.02376
KEL,54.3794,10.1453
LBC,53.8054,10.7192
OHR,54.6844,8.52833
PSH,54.3089,8.68694
QHU,54.51,9.13833
WBG,54.4593,9.51633
AOC,50.9819,12.5064
EIB,50.9916,10.4797
ERF,50.9798,10.9581
AII,11.1469,42.72
JIB,11.5473,43.1595
OBC,11.967,43.267
MHI,11.7167,43.2
TDJ,11.783,42.917
CPH,55.6179,12.656
RNN,55.0633,14.7596
AAR,56.3,10.619
KRP,56.2975,9.12463
SQW,56.5502,9.17298
STA,55.9901,8.35391
AAL,57.0928,9.84924
BYR,57.2772,11.0001
CNL,57.5035,10.2294
TED,57.0688,8.70522
MRW,54.6993,11.4401
RKE,55.5856,12.1314
BLL,55.7403,9.15178
EBJ,55.5259,8.5534
ODE,55.4767,10.3309
SGD,54.9644,9.79173
SKS,55.221,9.26702
DOM,15.547,-61.3
DCF,15.3367,-61.3922
BRX,18.2515,-71.1204
JBQ,18.5725,-69.9856
PUJ,18.5674,-68.3634
COZ,18.9075,-70.7219
SDQ,18.4297,-69.6689
CBJ,17.929,-71.6448
POP,19.7579,-70.57
AZS,19.267,-69.742
EPS,19.3214,-69.4959
STI,19.4061,-70.6047
AZR,27.8376,-0.186414
BMW,21.375,0.923889
TMX,29.2371,0.276033
ALG,36.691,3.21541
AAE,36.8222,7.80917
BLJ,35.7521,6.30859
CBH,31.6457,-2.26986
BJA,36.712,5.06992
BSK,34.7933,5.73823
CFK,36.2127,1.33177
CZL,36.276,6.62039
BUJ,35.3325,4.20639
EBH,33.7217,1.0925
ELU,33.5114,6.77679
ELG,30.5713,2.85959
GHA,32.3841,3.79411
DJG,24.2928,9.45244
IAM,28.0515,9.64291
VVZ,26.7235,8.62265
GJL,36.7951,5.87361
HRM,32.9304,3.31154
LOO,33.7644,2.92834
MUW,35.2077,0.147142
MQV,35.9088,0.149383
MZW,33.5359,-0.242353
ORN,35.6239,-0.621183
TAF,35.5424,-0.532278
HME,31.673,6.14044
OGX,31.9172,5.41278
TGR,33.0678,6.08867
QSF,36.1781,5.32449
BFW,35.1718,-0.593275
SKI,36.8641,6.9516
INF,19.567,5.75
INZ,27.251,2.51202
TMR,22.8115,5.45108
TEE,35.4316,8.12072
TID,35.3411,1.46315
TIN,27.7004,-8.1671
TLM,35.0167,-1.45
CUE,-2.88947,-78.9844
TUA,0.809506,-77.7081
LTX,-0.906833,-78.6158
ETR,-3.44199,-79.997
MCH,-3.2689,-79.9616
ESM,0.978519,-79.6266
GPS,-0.453758,-90.2659
IBB,-0.942628,-90.953
SCY,-0.910206,-89.6174
GYE,-2.15742,-79.8836
LOH,-3.99589,-79.3719
MRR,-4.37823,-79.941
BHA,-0.608111,-80.4027
JIP,-1.0,-80.6667
MEC,-0.946078,-80.6788
PVO,-1.04165,-80.4722
MZD,-2.73333,-78.3167
SUQ,-2.483,-78.167
TSC,-2.38167,-77.5028
XMS,-2.29917,-78.1208
TNW,-1.05972,-77.5833
OCC,-0.462886,-76.9868
TPN,-0.776111,-75.5264
PTZ,-1.50524,-78.0627
UIO,-0.129167,-78.3575
SNC,-2.20499,-80.9889
LGQ,0.093056,-76.8675
PYO,0.115949,-75.8502
TPC,-0.122956,-76.3378
ATF,-1.21207,-78.5746
TLL,59.4133,24.8328
KDL,58.9908,22.8307
EPU,58.419,24.4728
URE,58.2299,22.5095
TAY,58.3075,26.6904
HRG,27.1783,33.7994
RMF,25.5571,34.5837
ALY,31.1839,29.9489
HBE,30.9177,29.6964
SPX,30.1097,30.8944
EMY,28.1013,30.7303
CAI,30.1219,31.4056
LXR,25.671,32.7066
DAK,25.4116,29.0031
GSQ,22.5857,28.7166
UVL,25.4736,30.5907
TFR,30.3,31.75
ABS,22.376,31.6117
ASW,23.9644,32.82
ATZ,27.0465,31.012
PSD,31.2794,32.24
AUE,28.899,33.2025
ELT,28.209,33.6455
SKV,28.6853,34.0625
SSH,27.9773,34.395
TCP,29.5878,34.7781
DBB,30.9245,28.4614
MUH,31.3254,27.2217
SEW,29.3455,25.5067
SQK,31.4666,25.878
AAC,31.0733,33.8358
HMB,26.3428,31.7428
ASM,15.2919,38.9107
ASA,13.0718,42.645
TES,15.1043,36.6817
MSW,15.67,39.3701
AGP,36.6749,-4.49911
GRX,37.1887,-3.77736
LEI,36.8439,-2.3701
ODB,37.842,-4.84888
OZP,37.1749,-5.61594
ROZ,36.6452,-6.34946
SVQ,37.418,-5.89311
XRY,36.7446,-6.06011
HSK,42.0761,-0.316667
TEV,40.403,-1.2183
ZAZ,41.6662,-1.04155
OVD,43.5636,-6.03462
ACE,28.9455,-13.6052
FUE,28.4527,-13.8638
GMZ,28.0296,-17.2146
LPA,27.9319,-15.3866
SPC,28.6265,-17.7556
TFN,28.4847,-16.3439
TFS,28.046,-16.5728
VDE,27.8148,-17.8871
SDR,43.4271,-3.82001
CQM,38.8564,-3.97
LEN,42.589,-5.65556
RGS,42.3576,-3.62076
SLM,40.9521,-5.50199
VLL,41.7061,-4.85194
ABC,38.9485,-1.86352
BCN,41.2971,2.07846
GRO,41.901,2.76055
ILD,41.7282,0.535023
LEU,42.3386,1.40917
REU,41.1474,1.16717
BJZ,38.8913,-6.82133
LCG,43.3021,-8.37726
SCQ,42.8963,-8.41514
VGO,42.2318,-8.62677
IBZ,38.8729,1.37312
MAH,39.8626,4.21865
PMI,39.5517,2.73881
,39.862222,4.258333
,39.598889,2.702778
RJL,42.461,-2.32224
MAD,40.4719,-3.56264
TOJ,40.4967,-3.44587
MLN,35.2798,-2.95626
MJV,37.775,-0.812389
RMU,37.803,-1.125
PNA,42.77,-1.64633
BIO,43.3011,-2.91061
EAS,43.3565,-1.79061
VIT,42.8828,-2.72447
ALC,38.2822,-0.558156
CDT,40.2139,0.073333
VLC,39.4893,-0.481625
ADD,8.97778,38.7994
SZE,11.7875,40.9915
BJR,11.6081,37.3216
DBM,10.35,37.717
DBT,11.967,38.0
DSE,11.0825,39.7114
ETE,12.933,36.167
GDQ,12.5199,37.434
LLI,11.975,38.98
MKS,10.7254,38.7415
OTA,11.083,37.867
PWI,11.3126,36.4164
ASO,10.0185,34.5863
DIR,9.6247,41.8542
GMB,8.12876,34.5631
ALK,7.96213,39.1283
BEI,9.38639,34.5219
DEM,8.554,34.858
EGL,5.2897,39.7023
FNH,9.583,37.35
GNN,7.15,40.717
GOB,7.11606,40.0463
GOR,8.1614,35.5529
JIM,7.66609,36.8166
MZX,6.35,39.7167
NDM,9.767,35.1
NEJ,9.55,35.467
NEK,9.05,36.6
SKR,5.6923,38.9764
XBL,8.456,36.352
ABK,6.734,44.253
DGC,8.234,43.5673
GDE,5.93513,43.5786
GLC,6.98444,46.4214
HIL,6.08333,44.7667
JIJ,9.3325,42.9121
LFO,5.657,44.35
WRA,6.9724,45.3334
AXU,14.1468,38.7728
HUE,14.25,36.583
MQX,13.4674,39.5335
SHC,14.0781,38.2725
AMH,6.03939,37.5905
AWA,7.067,38.5
BCO,5.78287,36.562
BCY,6.21667,36.6667
MTF,6.9571,35.5547
MUJ,5.8646,35.7485
SXU,6.817,37.75
TIE,7.2024,35.415
TUJ,6.26,35.5184
WAC,7.167,37.167
LPP,61.0446,28.1447
KAU,63.1271,23.0514
KHJ,62.4625,22.3931
SJY,62.6921,22.8323
MIK,61.6866,27.2018
SVL,61.9431,28.9451
VRK,62.1711,27.8686
KAJ,64.2855,27.6924
JYV,62.3995,25.6783
KEV,61.856,24.7867
UTI,60.8964,26.9384
ENF,68.3626,23.4243
IVL,68.6073,27.4053
KEM,65.7787,24.5821
KTT,67.701,24.8468
RVN,66.5648,25.8304
SOT,67.395,26.6191
TMP,61.4141,23.6044
KOK,63.7212,23.1431
VAA,63.0507,21.7622
JOE,62.6629,29.6075
KTQ,62.1661,30.0736
KAO,65.9876,29.2394
OUL,64.9301,25.3546
YLI,64.0547,24.7253
KUO,63.0071,27.7978
POR,61.4617,21.8
HEL,60.3172,24.9633
HEM,60.2546,25.0428
HYV,60.6544,24.8811
MHQ,60.1222,19.8982
TKU,60.5141,22.2628
LUC,-16.7481,-179.667
NAN,-17.7554,177.443
PHR,-18.257,178.068
SUV,-18.0433,178.559
ICI,-17.7433,-179.342
KAY,-17.617,179.017
KDV,-19.0581,178.157
KXF,-17.3458,179.422
LEV,-17.7111,178.759
LKB,-18.1992,-178.817
MFJ,-18.5667,179.951
NGI,-18.1156,179.34
ONU,-20.6589,-178.741
VBV,-17.269,-178.976
AQS,-16.4494,179.74
BVF,-16.8598,178.623
LBS,-16.4667,179.34
RBI,-16.5337,179.976
RTA,-12.4825,177.071
SVU,-16.8028,179.341
TVU,-16.6906,-179.877
BXL,-16.943,177.368
CST,-17.7358,177.129
KVU,-17.7543,177.437
MNF,-17.6731,177.098
NTA,-18.0677,177.315
PTF,-17.7779,177.197
TTL,-16.966,177.368
VAU,-17.5,177.842
VTF,-18.5125,177.639
YAS,-16.7589,177.545
FAE,62.0636,-7.27722
MPN,-51.8228,-58.4472
PSY,-51.6857,-57.7776
TKK,7.46187,151.843
KSA,5.35698,162.958
PNI,6.9851,158.209
ULI,10.0198,139.79
YAP,9.49891,138.083
AHZ,45.0883,6.08472
AUR,44.8914,2.42194
CFE,45.7867,3.16917
CMF,45.6381,5.88023
CVF,45.3967,6.63472
EBU,45.5406,4.29639
GNB,45.3629,5.32937
LPY,45.0807,3.76289
LYN,45.7272,4.94427
LYS,45.7256,5.08111
MCU,46.2226,2.36396
MFX,45.407,6.57794
MVV,45.8208,6.65222
NCY,45.9308,6.10639
OBS,44.5442,4.37219
RNE,46.0583,4.00139
VAF,44.9216,4.9699
VHY,46.1697,3.40374
XBK,46.2056,5.29167
XMU,46.5344,3.42167
AUF,47.8502,3.49711
DIJ,47.2689,5.09
DLE,47.0427,5.43506
NVS,47.0026,3.11333
SYT,46.4125,4.01326
BES,48.4479,-4.41854
DNR,48.5877,-2.07996
LAI,48.7544,-3.47166
LDV,48.5303,-4.15164
LRT,47.7606,-3.44
MXN,48.6032,-3.81578
RNS,48.0695,-1.73479
SBK,48.5378,-2.85444
UIP,47.975,-4.16779
VNE,47.7233,-2.71856
BOU,47.0581,2.37028
CHR,46.8603,1.72111
ORE,47.9878,1.76056
TUF,47.4322,0.727606
AJA,41.9236,8.80292
BIA,42.5527,9.48373
CLY,42.5244,8.79306
FSC,41.5006,9.09778
PRP,41.6606,8.88975
SOZ,41.9244,9.406
CMR,48.1099,7.35901
ENC,48.6921,6.23046
EPL,48.325,6.06998
ETZ,48.9821,6.25132
MLH,47.5986,7.5291
MZM,49.0717,6.13167
RHE,49.31,4.05
SXB,48.5383,7.62823
VTL,47.8168,6.38111
XCR,48.7806,4.1883
XCZ,49.7827,4.64118
BVA,49.45444,2.11277
BYF,49.9715,2.69766
CQF,50.9621,1.95476
CSF,49.2535,2.51914
HZB,50.6184,2.64224
LIL,50.5633,3.08689
LTQ,50.5174,1.62059
CDG,49.0097,2.54778
ORY,48.7231,2.35944
XLG,48.8219,2.6227
TNF,48.7519,2.10619
,48.8422,1.9803
,48.8436,1.9088
,48.8375,3.014444
CER,49.6501,-1.47028
CFR,49.1733,-0.45
DOL,49.3653,0.154306
DPE,49.8825,1.08528
EVX,49.0287,1.21986
GFR,48.8831,-1.56417
LEH,49.5339,0.088056
URO,49.3842,1.1748
AGF,44.1747,0.590556
ANG,45.7292,0.221456
BIQ,43.4683,-1.53111
BOD,44.8283,-0.715556
BVE,45.0397,1.48556
CNG,45.6583,-0.3175
EGC,44.8253,0.518611
LIG,45.8628,1.17944
LRH,46.1792,-1.19528
NIT,46.3135,-0.394529
PGX,45.1981,0.815556
PIS,46.5877,0.306666
PUF,43.38,-0.418611
RCO,45.8878,-0.983056
RYN,45.6281,-0.9725
BZR,43.3235,3.3539
CCF,43.216,2.30632
DCM,43.5563,2.28918
,43.7686111111,2.0077777778
FNI,43.7574,4.41635
LBI,43.9139,2.11306
LDE,43.1787,-0.006439
MEN,44.5021,3.53282
MPL,43.5762,3.96301
PGF,42.7404,2.87067
RDZ,44.4079,2.48267
TLS,43.6291,1.36382
ZAO,44.3514,1.47528
,43.88298,1.87428
ANE,47.5603,-0.312222
CET,47.0821,-0.877064
EDM,46.7019,-1.37863
IDY,46.7186,-2.39111
LBY,47.2894,-2.34639
LME,47.9486,0.201667
LSO,46.4769,-1.72278
LVA,48.0314,-0.742986
NTE,47.1532,-1.61073
SNR,47.3106,-2.15667
AVN,43.9073,4.90183
BAE,44.3872,6.60919
CEQ,43.542,6.95348
CTT,43.2525,5.78519
GAT,44.455,6.03778
LTT,43.2054,6.482
MRS,43.4393,5.22142
NCE,43.6584,7.21587
QIE,43.5244,4.94167
QXB,43.5056,5.36778
SCP,44.7017,6.60028
TLN,43.0973,6.14603
LBV,0.458611,9.41222
NKA,0.7,9.98333
OWE,0.3,9.5
AKE,-1.13967,13.9036
LEO,-1.5724,14.2878
MFF,-1.533,13.267
MVB,-1.65616,13.438
OKN,-0.665214,13.6731
GIM,-0.0166667,11.4
GKO,-0.0833333,11.4667
KDJ,-0.183,10.75
LBQ,-0.704389,10.2457
MVG,0.08333,11.0833
FOU,-1.283,10.617
KDN,-2.4,11.367
MBC,-1.883,11.933
MGO,-1.73333,10.2167
MJL,-1.84514,11.0567
MGX,-2.433,11.0
MYB,-3.45842,10.6741
TCH,-2.85,11.017
BGB,-0.1075,11.9438
GAX,-2.78528,10.0472
MKB,1.017,13.933
MKU,0.579211,12.8909
WGY,-0.6035,12.2608
KOU,-1.18461,12.4413
LTL,-0.826667,12.7486
AWE,-0.545,9.444
BAW,-0.666667,9.45
BGP,-2.1713,10.2088
IGE,-1.9223,9.3092
OMB,-1.57473,9.26269
OUU,-2.98333,10.3
POG,-0.711739,8.75438
WNE,-1.35,9.33333
BMM,2.07564,11.4932
MDV,1.0085,10.7552
MVX,2.15,12.133
MZC,0.783,11.55
OYE,1.54311,11.5814
HYC,51.6117,-0.808333
PLH,50.4228,-4.10583
BBP,50.6781,-1.10944
BBS,51.3239,-0.8475
BEQ,52.3426,0.772939
BEX,51.6164,-1.09583
BHX,52.4539,-1.74803
BLK,53.7717,-3.02861
BOH,50.78,-1.8425
BQH,51.3308,0.0325
BRS,51.3827,-2.71909
BWF,54.1286,-3.2675
BZZ,51.75,-1.58362
CAX,54.9375,-2.80917
CBG,52.205,0.175
CVT,52.3697,-1.47972
DSA,53.4805,-1.01066
EMA,52.8311,-1.32806
EXT,50.7344,-3.41389
FAB,51.2758,-0.776333
FFD,51.6822,-1.79003
GBA,51.6681,-2.05694
GLO,51.8942,-2.16722
HRT,54.0489,-1.25275
HUY,53.5744,-0.350833
IOM,54.0833,-4.62333
ISC,49.9133,-6.29167
KNF,52.6484,0.550692
KRH,51.2136,-0.138611
LBA,53.8659,-1.66057
LCY,51.5053,0.055278
LEQ,50.1028,-5.67056
LGW,51.1481,-0.190278
LHB,52.4908,-1.1312
LHR,51.4775,-0.461389
LKZ,52.4093,0.561
LPL,53.3336,-2.84972
LTN,51.8747,-0.368333
LYE,51.5051,-1.99343
LYX,50.9561,0.939167
MAN,53.3537,-2.27495
MHZ,52.3619,0.486406
MME,54.5092,-1.42941
NCL,55.0375,-1.69167
NHT,51.553,-0.418167
NQT,52.92,-1.07917
NQY,50.4406,-4.99541
NWI,52.6758,1.28278
ODH,51.2341,-0.942825
ORM,52.3053,-0.793056
OXF,51.8369,-1.32
QCY,53.093,-0.166014
QFO,52.0908,0.131944
QLA,51.1872,-1.03361
QUG,50.8594,-0.759167
QUY,52.3572,-0.107833
RCS,51.3519,0.503333
SEN,51.5703,0.693333
SOU,50.9503,-1.3568
SQZ,53.3078,-0.550833
STN,51.885,0.235
UPV,51.2862,-1.78202
